year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2023,35,宅建業法,クーリング・オフ,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない買主Ｂから 宅地の買受けの申込みを受けた場合における宅地建物取引業法第 37 条の 2 の規定に基づくい わゆるクーリング・オフに関する次の記述のうち、正しいものはどれか。,Ａは、仮設テント張りの案内所でＢから買受けの申込みを受けた際、以後の取引について、 その取引に係る書類に関してＢから電磁的方法で提供をすることについての承諾を得た場合、 クーリング・オフについて電磁的方法で告げることができる。,Ａが、仮設テント張りの案内所でＢから買受けの申込みを受けた場合、Ｂは、クーリン グ・オフについて告げられた日から 8 日以内に電磁的方法により当該申込みの撤回を申し出 れば、申込みの撤回を行うことができる。,Ａが、Ａの事務所でＢから買受けの申込みを受けた場合、Ｂは、申込みの日から 8 日以内 に電磁的方法により当該申込みの撤回を申し出れば、申込みの撤回を行うことができる。,Ａが、売却の媒介を依頼している宅地建物取引業者Ｃの事務所でＢから買受けの申込みを 受けた場合、Ｂは、申込みの日から 8 日以内に書面により当該申込みの撤回を申し出ても、 申込みの撤回を行うことができない。,,3,R5;宅建業法;クーリング・オフ
2023,36,宅建業法,業務規律・帳簿,次の記述のうち、宅地建物取引業者Ａが行う業務に関して宅地建物取引業法の規 定に違反するものはいくつあるか。 ア　建物の貸借の媒介に際して、賃借の申込みをした者がその撤回を申し出たので、Ａはか かった諸費用を差し引いて預り金を返還した。 イ　Ａは、売主としてマンションの売買契約を締結するに際して、買主が手付として必要な額 を今すぐには用意できないと申し出たので、手付金の分割払いを買主に提案した。 ウ　Ａは取引のあったつど、その年月日やその取引に係る宅地又は建物の所在及び面積その他 必要な記載事項を帳簿に漏らさず記載し、必要に応じて紙面にその内容を表示できる状態で、 電子媒体により帳簿の保存を行っている。 エ　Ａはアンケート調査を装ってその目的がマンションの売買の勧誘であることを告げずに個 人宅を訪問し、マンションの売買の勧誘をした。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;業務規律・帳簿
2023,37,宅建業法,証明書/従業者名簿,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,宅地建物取引業者は、非常勤役員には従業者であることを証する証明書を携帯させる必要 はない。,宅地建物取引業者は、その事務所ごとに従業者名簿を備えなければならないが、取引の関 係者から閲覧の請求があった場合であっても、宅地建物取引業法第 45 条に規定する秘密を 守る義務を理由に、閲覧を拒むことができる。,宅地建物取引業者の従業者は、宅地の買受けの申込みをした者から請求があった場合には、 その者が宅地建物取引業者であっても、その者に従業者であることを証する証明書を提示す る必要がある。,宅地建物取引業者は、従業者名簿を最終の記載をした日から 5 年間保存しなければならな い。,,3,R5;宅建業法;証明書/従業者名簿
2023,38,宅建業法,宅建業該当性/宅建士定義,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはいくつあるか。 ア　宅地建物取引業者Ａが、自ら所有する複数の建物について、複数人に対し、反復継続して 賃貸する行為は、宅地建物取引業に該当しない。 イ　宅地建物取引士とは、宅地建物取引士資格試験に合格し、都道府県知事の登録を受けた者 をいう。 ウ　建設業者Ｂが、建築請負工事の受注を目的として、業として宅地の売買の媒介を行う行為 は、宅地建物取引業に該当しない。 エ　宅地建物取引士は、宅地又は建物の取引に係る事務に必要な知識及び能力の維持向上に努 めなければならない。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;宅建業該当性/宅建士定義
2023,39,宅建業法,手付金等保全措置,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない個人Ｂとの 間で宅地の売買契約を締結する場合における手付金の保全措置に関する次の記述のうち、宅地 建物取引業法の規定によれば、正しいものはどれか。なお、当該契約に係る手付金は保全措置 が必要なものとする。,Ａは、Ｂから手付金を受領した後に、速やかに手付金の保全措置を講じなければならない。,Ａは、手付金の保全措置を保証保険契約を締結することにより講ずる場合、保険期間は保 証保険契約が成立した時から宅地建物取引業者が受領した手付金に係る宅地の引渡しまでの 期間とすればよい。,Ａは、手付金の保全措置を保証保険契約を締結することにより講ずる場合、保険事業者と の間において保証保険契約を締結すればよく、保険証券をＢに交付する必要はない。,Ａは、手付金の保全措置を保証委託契約を締結することにより講ずるときは、保証委託契 約に基づいて銀行等が手付金の返還債務を連帯して保証することを約する書面のＢへの交付 に代えて、Ｂの承諾を得ることなく電磁的方法により講ずることができる。,,3,R5;宅建業法;手付金等保全措置
2023,40,宅建業法,専任媒介契約,宅地建物取引業者Ａが、ＢからＢ所有の中古住宅の売却の依頼を受け、専任媒介 契約（専属専任媒介契約ではないものとする。）を締結した場合に関する次の記述のうち、宅 地建物取引業法（以下この問において「法」という。）の規定によれば、正しいものはどれか。,Ａは、当該中古住宅について購入の申込みがあったときは、遅滞なく、その旨をＢに報告 しなければならないが、Ｂの希望条件を満たさない申込みだとＡが判断した場合については 報告する必要はない。,Ａは、法第 34 条の 2 第 1 項の規定に基づく書面の交付後、速やかに、Ｂに対し、法第 34 条の 2 第 1 項第 4 号に規定する建物状況調査を実施する者のあっせんの有無について確認し なければならない。,Ａは、当該中古住宅について法で規定されている事項を、契約締結の日から休業日数を含 め 7 日以内に指定流通機構へ登録する義務がある。,Ａは、Ｂが他の宅地建物取引業者の媒介又は代理によって売買の契約を成立させたときの 措置を法第 34 条の 2 第 1 項の規定に基づく書面に記載しなければならない。,,3,R5;宅建業法;専任媒介契約
2023,41,宅建業法,宅建士/監督・登録消除,次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,甲県知事は、宅地建物取引士に対して必要な報告を求めることができるが、その対象は、 甲県知事登録の宅地建物取引士であって、適正な事務の遂行を確保するために必要な場合に 限られる。,宅地建物取引業者Ａ（甲県知事免許）で専任の宅地建物取引士として従事しているＢ（甲 県知事登録）が、勤務実態のない宅地建物取引業者Ｃ（乙県知事免許）において、自らが専 任の宅地建物取引士である旨の表示がされていることを許した場合には、乙県知事は、Ｂに 対し、必要な指示をすることができる。,宅地建物取引士が不正の手段により宅地建物取引士証の交付を受けた場合においては、そ の登録をしている都道府県知事は、情状が特に重いときは、当該宅地建物取引士の登録を消 除することができる。,都道府県知事は、宅地建物取引士に対して登録消除処分を行ったときは、適切な方法で公 告しなければならない。,,3,R5;宅建業法;宅建士/監督・登録消除
2023,42,宅建業法,35条/説明の可否（誤り数）,宅地建物取引業法第 35 条に規定する重要事項の説明に関する次の記述のうち、 誤っているものはいくつあるか。 ア　宅地建物取引士は、重要事項説明をする場合、取引の相手方から請求されなければ、宅地 建物取引士証を相手方に提示する必要はない。 イ　売主及び買主が宅地建物取引業者ではない場合、当該取引の媒介業者は、売主及び買主に 重要事項説明書を交付し、説明を行わなければならない。 ウ　宅地の売買について売主となる宅地建物取引業者は、買主が宅地建物取引業者である場合、 重要事項説明書を交付しなければならないが、説明を省略することはできる。 エ　宅地建物取引業者である売主は、宅地建物取引業者ではない買主に対して、重要事項とし て代金並びにその支払時期及び方法を説明しなければならない。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;35条/説明の可否（誤り数）
2023,43,宅建業法,37条書面,宅地建物取引業者Ａが媒介により宅地の売買契約を成立させた場合における宅地 建物取引業法第 37 条の規定により交付すべき書面（以下この問において「37 条書面」とい う。）に関する次の記述のうち、正しいものはどれか。,Ａは、買主が宅地建物取引業者であるときは、37 条書面に移転登記の申請時期を記載し なくてもよい。,Ａは、37 条書面を売買契約成立前に、各当事者に交付しなければならない。,Ａは、37 条書面を作成したときは、専任の宅地建物取引士をして 37 条書面に記名させる 必要がある。,Ａは、天災その他不可抗力による損害の負担に関する定めがあるときは、その内容を 37 条書面に記載しなければならない。,,3,R5;宅建業法;37条書面
2023,44,宅建業法,保証協会,宅地建物取引業保証協会（以下この問において「保証協会」という。）に関する 次の記述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,保証協会の社員は、自らが取り扱った宅地建物取引業に係る取引の相手方から当該取引に 関する苦情について解決の申出が保証協会にあり、保証協会から関係する資料の提出を求め られたときは、正当な理由がある場合でなければ、これを拒んではならない。,保証協会は、社員がその一部の事務所を廃止したことに伴って弁済業務保証金分担金を当 該社員に返還しようとするときは、弁済業務保証金の還付請求権者に対し、一定期間内に認 証を受けるため申し出るべき旨の公告を行わなければならない。,保証協会は、宅地建物取引業者の相手方から、社員である宅地建物取引業者の取り扱った 宅地建物取引業に係る取引に関する損害の還付請求を受けたときは、直ちに弁済業務保証金 から返還しなければならない。,保証協会は、手付金等保管事業について国土交通大臣の承認を受けた場合、社員が自ら売 主となって行う宅地又は建物の売買で、宅地の造成又は建築に関する工事の完了前における 買主からの手付金等の受領について、当該事業の対象とすることができる。,,3,R5;宅建業法;保証協会
2023,45,宅建業法,住宅瑕疵担保履行法,宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではない買主Ｂに新 築住宅を販売する場合に関する次の記述のうち、特定住宅瑕疵担保責任の履行の確保等に関す る法律の規定によれば、正しいものはどれか。,Ａが信託会社又は金融機関の信託業務の兼営等に関する法律第 1 条第 1 項の認可を受けた (cid:12681) 金融機関であって、宅地建物取引業を営むものである場合、住宅販売瑕 (cid:12695) 疵 担保保証金の供託 (cid:12681) 又は住宅販売瑕 (cid:12695) 疵 担保責任保険契約の締結を行う義務を負わない。 (cid:12681),Ａは、住宅販売瑕 (cid:12695) 疵 担保保証金の供託をする場合、当該住宅の売買契約を締結するまでに、 Ｂに対し供託所の所在地等について、必ず書面を交付して説明しなければならず、買主の承 諾を得ても書面の交付に代えて電磁的方法により提供することはできない。 (cid:12681),Ａは、住宅販売瑕 (cid:12695) 疵 担保保証金の供託をする場合、当該住宅の最寄りの供託所へ住宅販売 (cid:12681) があってもＡが瑕 (cid:12695) 疵 担保保証金の供託 (cid:12695) 疵 (cid:12681) 瑕 (cid:12695) 疵 担保保証金の供託をしなければならない。 (cid:12681),ＡＢ間の売買契約において、当該住宅の構造耐力上主要な部分に瑕 (cid:12695) 疵 (cid:12681) 担保責任を負わない旨の特約があった場合においても、Ａは住宅販売瑕 (cid:12681) 又は住宅販売瑕 (cid:12695) 疵 担保責任保険契約の締結を行う義務を負う。,,3,R5;宅建業法;住宅瑕疵担保履行法
2023,46,その他,住宅金融支援機構,独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関す る次の記述のうち、誤っているものはどれか。,機構は、子どもを育成する家庭又は高齢者の家庭（単身の世帯を含む。）に適した良好な 居住性能及び居住環境を有する賃貸住宅の建設に必要な資金の貸付けを業務として行ってい る。,機構は、証券化支援事業（買取型）において、新築住宅に対する貸付債権のみを買取りの 対象としている。,機構は、証券化支援事業（買取型）において、ＺＥＨ（ネット・ゼロ・エネルギーハウ ス）及び省エネルギー性、耐震性、バリアフリー性、耐久性・可変性に優れた住宅を取得す る場合に、貸付金の利率を一定期間引き下げる制度を実施している。,機構は、マンション管理組合や区分所有者に対するマンション共用部分の改良に必要な資 金の貸付けを業務として行っている。,,3,R5;その他;住宅金融支援機構
2023,47,その他,景表法・公正競争規約,宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表示 防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれか。,実際には取引する意思がない物件であっても実在するものであれば、当該物件を広告に掲 載しても不当表示に問われることはない。,直線距離で 50 m 以内に街道が存在する場合、物件名に当該街道の名称を用いることがで きる。,物件の近隣に所在するスーパーマーケットを表示する場合は、物件からの自転車による所 要時間を明示しておくことで、徒歩による所要時間を明示する必要がなくなる。,一棟リノベーションマンションについては、一般消費者に対し、初めて購入の申込みの勧 誘を行う場合であっても、「新発売」との表示を行うことはできない。,,3,R5;その他;景表法・公正競争規約
2023,48,その他,統計,次の記述のうち、誤っているものはどれか。,令和 3 年度宅地建物取引業法の施行状況調査（令和 4 年 9 月公表）によれば、令和 4 年 3 月末における宅地建物取引業者の全事業者数は 14 万業者を超え、 8 年連続で増加した。,令和 5 年地価公示（令和 5 年 3 月公表）によれば、令和 4 年 1 月以降の 1 年間の地価につ いて、地方圏平均では、全用途平均、住宅地、商業地のいずれも 2 年連続で上昇し、工業地 は 6 年連続で上昇した。,建築着工統計調査報告（令和 4 年計。令和 5 年 1 月公表）によれば、令和 4 年の民間非居 住建築物の着工床面積は、前年と比較すると、工場及び倉庫は増加したが、事務所及び店舗 が減少したため、全体で減少となった。,年次別法人企業統計調査（令和 3 年度。令和 4 年 9 月公表）によれば、令和 3 年度におけ る不動産業の売上高営業利益率は 11.1 ％ と 2 年連続で前年度と比べ上昇し、売上高経常利 益率も 12.5 ％ と 2 年連続で前年度と比べ上昇した。,,3,R5;その他;統計
2023,49,その他,土地,土地に関する次の記述のうち、最も不適当なものはどれか。,自然堤防の後背湿地側の縁は、砂が緩く堆積していて、地下水位も浅いため、地震時に液 状化被害が生じやすい地盤である。,谷底低地に軟弱層が厚く堆積している所では、地震動が凝縮されて、震動が小さくなる。,1923 年の関東地震の際には、東京の谷底低地で多くの水道管や建物が被害を受けた。,大都市の近郊の丘陵地では、丘を削り谷部に盛土し造成宅地が造られたが、盛土造成に際 しては、地下水位を下げるため排水施設を設け、締め固める等の必要がある。,,3,R5;その他;土地
2023,50,その他,建物構造,建物の構造と材料に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート構造は、地震や風の力を受けても、躯 体の変形は比較的小さく、耐火性 (cid:12686) にも富んでいる。 (cid:12686),鉄筋コンクリート構造は、躯 体の断面が大きく、材料の質量が大きいので、建物の自重が 大きくなる。,鉄筋コンクリート構造では、鉄筋とコンクリートを一体化するには、断面が円形の棒鋼で ある丸鋼の方が表面に突起をつけた棒鋼である異形棒鋼より、優れている。,鉄筋コンクリート構造は、コンクリートが固まって所定の強度が得られるまでに日数がか かり、現場での施工も多いので、工事期間が長くなる。 25 受 験 番 号 ― 受 験 者 氏 名 令 和 5 年 度 問 題 令和５年度宅地建物取引士資格試験 ◆合否判定基準 ５０問中３６問以上正解 （登録講習修了者 ４５問中３１問以上正解） ◆試験問題の正解番号 問 １ 問 ２ 問 ３ 問 ４ 問 ５ 問 ６ 問 ７ 問 ８ 問 ９ 問１０ 1 1 2 4 4 3 3 3 2 3 問１１ 問１２ 問１３ 問１４ 問１５ 問１６ 問１７ 問１８ 問１９ 問２０ 4 3 2 2 4 1 3 1 1 4 問２１ 問２２ 問２３ 問２４ 問２５ 問２６ 問２７ 問２８ 問２９ 問３０ 2 1 1 4 4 3 4 3 2 1 問３１ 問３２ 問３３ 問３４ 問３５ 問３６ 問３７ 問３８ 問３９ 問４０ 4 4 1 3 4 3 3 2 2 4 問４１ 問４２ 問４３ 問４４ 問４５ 問４６ 問４７ 問４８ 問４９ 問５０ 2 3 4 1 4 2 2 1,,3,R5;その他;建物構造
